,age,country,gdp_for_year ($),population,salaries,sex,suicides/100k pop,suicides_no,year
434,35-54 years,Armenia,6384451606.0,367346,149.7,male,4.63,17,2006
435,15-24 years,Armenia,6384451606.0,276127,149.7,male,3.62,10,2006
436,55-74 years,Armenia,6384451606.0,238745,149.7,female,3.35,8,2006
437,25-34 years,Armenia,6384451606.0,188382,149.7,male,3.19,6,2006
438,75+ years,Armenia,6384451606.0,78684,149.7,female,2.54,2,2006
439,35-54 years,Armenia,6384451606.0,450477,149.7,female,1.11,5,2006
440,25-34 years,Armenia,6384451606.0,215884,149.7,female,0.93,2,2006
441,5-14 years,Armenia,6384451606.0,221941,149.7,male,0.45,1,2006
442,15-24 years,Armenia,6384451606.0,290966,149.7,female,0.0,0,2006
443,5-14 years,Armenia,6384451606.0,203195,149.7,female,0.0,0,2006
444,75+ years,Armenia,9206301700.0,49296,217.0,male,14.2,7,2007
445,55-74 years,Armenia,9206301700.0,185290,217.0,male,7.02,13,2007
446,35-54 years,Armenia,9206301700.0,362189,217.0,male,5.25,19,2007
447,55-74 years,Armenia,9206301700.0,240998,217.0,female,3.32,8,2007
448,15-24 years,Armenia,9206301700.0,272188,217.0,male,2.57,7,2007
449,25-34 years,Armenia,9206301700.0,191561,217.0,male,2.09,4,2007
450,35-54 years,Armenia,9206301700.0,444817,217.0,female,1.8,8,2007
451,75+ years,Armenia,9206301700.0,79210,217.0,female,1.26,1,2007
452,15-24 years,Armenia,9206301700.0,288510,217.0,female,1.04,3,2007
453,5-14 years,Armenia,9206301700.0,210620,217.0,male,0.47,1,2007
454,25-34 years,Armenia,9206301700.0,220144,217.0,female,0.0,0,2007
455,5-14 years,Armenia,9206301700.0,190490,217.0,female,0.0,0,2007
456,75+ years,Armenia,11662040714.0,46886,285.7,male,14.93,7,2008
457,55-74 years,Armenia,11662040714.0,198978,285.7,male,9.05,18,2008
458,35-54 years,Armenia,11662040714.0,429649,285.7,male,2.56,11,2008
459,35-54 years,Armenia,11662040714.0,477501,285.7,female,2.09,10,2008
460,55-74 years,Armenia,11662040714.0,260264,285.7,female,1.92,5,2008
461,25-34 years,Armenia,11662040714.0,250190,285.7,male,1.6,4,2008
462,15-24 years,Armenia,11662040714.0,317794,285.7,male,0.94,3,2008
463,25-34 years,Armenia,11662040714.0,254728,285.7,female,0.79,2,2008
464,5-14 years,Armenia,11662040714.0,198065,285.7,female,0.5,1,2008
465,5-14 years,Armenia,11662040714.0,220896,285.7,male,0.45,1,2008
466,15-24 years,Armenia,11662040714.0,309009,285.7,female,0.32,1,2008
467,75+ years,Armenia,11662040714.0,81431,285.7,female,0.0,0,2008
622,75+ years,Austria,166000000000.0,165206,2173.8,male,112.59,186,1990
623,55-74 years,Austria,166000000000.0,598225,2173.8,male,53.49,320,1990
624,35-54 years,Austria,166000000000.0,985787,2173.8,male,42.4,418,1990
625,75+ years,Austria,166000000000.0,365227,2173.8,female,36.14,132,1990
626,25-34 years,Austria,166000000000.0,646830,2173.8,male,32.31,209,1990
627,15-24 years,Austria,166000000000.0,589106,2173.8,male,25.46,150,1990
628,55-74 years,Austria,166000000000.0,802079,2173.8,female,21.57,173,1990
629,35-54 years,Austria,166000000000.0,984274,2173.8,female,15.24,150,1990
630,25-34 years,Austria,166000000000.0,626994,2173.8,female,8.45,53,1990
631,15-24 years,Austria,166000000000.0,568627,2173.8,female,5.45,31,1990
632,5-14 years,Austria,166000000000.0,437872,2173.8,female,0.46,2,1990
633,5-14 years,Austria,166000000000.0,461126,2173.8,male,0.22,1,1990
634,75+ years,Austria,174000000000.0,160210,2250.5,male,130.45,209,1991
635,55-74 years,Austria,174000000000.0,605807,2250.5,male,55.46,336,1991
636,35-54 years,Austria,174000000000.0,1008702,2250.5,male,39.85,402,1991
637,25-34 years,Austria,174000000000.0,670763,2250.5,male,29.37,197,1991
638,75+ years,Austria,174000000000.0,358612,2250.5,female,27.33,98,1991
639,15-24 years,Austria,174000000000.0,576378,2250.5,male,26.55,153,1991
640,55-74 years,Austria,174000000000.0,804082,2250.5,female,17.91,144,1991
641,35-54 years,Austria,174000000000.0,1006052,2250.5,female,14.41,145,1991
642,25-34 years,Austria,174000000000.0,644696,2250.5,female,7.6,49,1991
643,15-24 years,Austria,174000000000.0,556831,2250.5,female,6.11,34,1991
644,5-14 years,Austria,174000000000.0,465821,2250.5,male,0.43,2,1991
645,5-14 years,Austria,174000000000.0,441774,2250.5,female,0.0,0,1991
646,75+ years,Austria,195000000000.0,153805,2486.8,male,116.38,179,1992
647,55-74 years,Austria,195000000000.0,615819,2486.8,male,56.35,347,1992
648,35-54 years,Austria,195000000000.0,1034871,2486.8,male,39.14,405,1992
649,25-34 years,Austria,195000000000.0,691098,2486.8,male,29.52,204,1992
650,75+ years,Austria,195000000000.0,348912,2486.8,female,28.09,98,1992
651,15-24 years,Austria,195000000000.0,562276,2486.8,male,25.25,142,1992
652,55-74 years,Austria,195000000000.0,809987,2486.8,female,16.3,132,1992
653,35-54 years,Austria,195000000000.0,1031440,2486.8,female,15.8,163,1992
654,25-34 years,Austria,195000000000.0,660870,2486.8,female,7.57,50,1992
655,15-24 years,Austria,195000000000.0,544520,2486.8,female,6.06,33,1992
656,5-14 years,Austria,195000000000.0,472966,2486.8,male,1.06,5,1992
657,5-14 years,Austria,195000000000.0,448804,2486.8,female,0.22,1,1992
658,75+ years,Austria,190000000000.0,147907,2330.5,male,135.22,200,1993
659,55-74 years,Austria,190000000000.0,627612,2330.5,male,50.03,314,1993
660,35-54 years,Austria,190000000000.0,1059028,2330.5,male,35.6,377,1993
661,25-34 years,Austria,190000000000.0,706145,2330.5,male,32.29,228,1993
662,75+ years,Austria,190000000000.0,339249,2330.5,female,25.94,88,1993
663,15-24 years,Austria,190000000000.0,544899,2330.5,male,21.84,119,1993
664,55-74 years,Austria,190000000000.0,817689,2330.5,female,17.0,139,1993
665,35-54 years,Austria,190000000000.0,1054036,2330.5,female,13.28,140,1993
666,25-34 years,Austria,190000000000.0,673654,2330.5,female,8.02,54,1993
667,15-24 years,Austria,190000000000.0,529287,2330.5,female,6.61,35,1993
668,5-14 years,Austria,190000000000.0,479134,2330.5,male,1.25,6,1993
669,5-14 years,Austria,190000000000.0,454929,2330.5,female,0.88,4,1993
670,75+ years,Austria,204000000000.0,145328,2445.6,male,119.73,174,1994
671,55-74 years,Austria,204000000000.0,646545,2445.6,male,51.2,331,1994
672,35-54 years,Austria,204000000000.0,1071436,2445.6,male,40.32,432,1994
673,25-34 years,Austria,204000000000.0,711945,2445.6,male,29.08,207,1994
674,75+ years,Austria,204000000000.0,335528,2445.6,female,27.72,93,1994
675,15-24 years,Austria,204000000000.0,525346,2445.6,male,25.89,136,1994
676,55-74 years,Austria,204000000000.0,830130,2445.6,female,17.95,149,1994
677,35-54 years,Austria,204000000000.0,1064408,2445.6,female,14.19,151,1994
678,25-34 years,Austria,204000000000.0,679708,2445.6,female,8.53,58,1994
679,15-24 years,Austria,204000000000.0,510791,2445.6,female,6.66,34,1994
680,5-14 years,Austria,204000000000.0,458807,2445.6,female,1.31,6,1994
681,5-14 years,Austria,204000000000.0,482580,2445.6,male,1.04,5,1994
682,75+ years,Austria,241000000000.0,147262,2771.2,male,124.95,184,1995
683,55-74 years,Austria,241000000000.0,670553,2771.2,male,49.66,333,1995
684,35-54 years,Austria,241000000000.0,1074328,2771.2,male,40.68,437,1995
685,25-34 years,Austria,241000000000.0,707468,2771.2,male,33.5,237,1995
686,75+ years,Austria,241000000000.0,341098,2771.2,female,29.32,100,1995
687,15-24 years,Austria,241000000000.0,509262,2771.2,male,26.31,134,1995
688,55-74 years,Austria,241000000000.0,843210,2771.2,female,16.72,141,1995
689,35-54 years,Austria,241000000000.0,1065630,2771.2,female,12.76,136,1995
690,25-34 years,Austria,241000000000.0,678262,2771.2,female,8.7,59,1995
691,15-24 years,Austria,241000000000.0,495368,2771.2,female,3.84,19,1995
692,5-14 years,Austria,241000000000.0,483644,2771.2,male,1.65,8,1995
693,5-14 years,Austria,241000000000.0,460945,2771.2,female,0.0,0,1995
694,75+ years,Austria,237000000000.0,151691,2709.9,male,123.94,188,1996
695,55-74 years,Austria,237000000000.0,690803,2709.9,male,55.15,381,1996
696,35-54 years,Austria,237000000000.0,1080848,2709.9,male,41.82,452,1996
697,75+ years,Austria,237000000000.0,351514,2709.9,female,31.86,112,1996
698,25-34 years,Austria,237000000000.0,696869,2709.9,male,29.13,203,1996
699,15-24 years,Austria,237000000000.0,498112,2709.9,male,21.68,108,1996
700,55-74 years,Austria,237000000000.0,850049,2709.9,female,14.82,126,1996
701,35-54 years,Austria,237000000000.0,1070879,2709.9,female,13.07,140,1996
702,25-34 years,Austria,237000000000.0,672341,2709.9,female,7.88,53,1996
703,15-24 years,Austria,237000000000.0,485090,2709.9,female,2.47,12,1996
704,5-14 years,Austria,237000000000.0,483799,2709.9,male,0.83,4,1996
705,5-14 years,Austria,237000000000.0,461711,2709.9,female,0.0,0,1996
706,75+ years,Austria,213000000000.0,156997,2436.0,male,101.28,159,1997
707,55-74 years,Austria,213000000000.0,704226,2436.0,male,44.45,313,1997
708,35-54 years,Austria,213000000000.0,1095317,2436.0,male,34.6,379,1997
709,25-34 years,Austria,213000000000.0,682210,2436.0,male,29.46,201,1997
710,15-24 years,Austria,213000000000.0,490385,2436.0,male,24.67,121,1997
711,75+ years,Austria,213000000000.0,363002,2436.0,female,22.86,83,1997
712,55-74 years,Austria,213000000000.0,850056,2436.0,female,15.41,131,1997
713,35-54 years,Austria,213000000000.0,1084510,2436.0,female,12.08,131,1997
714,25-34 years,Austria,213000000000.0,663325,2436.0,female,7.24,48,1997
715,15-24 years,Austria,213000000000.0,477550,2436.0,female,4.82,23,1997
716,5-14 years,Austria,213000000000.0,483890,2436.0,male,0.41,2,1997
717,5-14 years,Austria,213000000000.0,461121,2436.0,female,0.22,1,1997
718,75+ years,Austria,218000000000.0,162132,2492.8,male,101.77,165,1998
719,55-74 years,Austria,218000000000.0,714245,2492.8,male,46.76,334,1998
720,35-54 years,Austria,218000000000.0,1114719,2492.8,male,36.51,407,1998
721,25-34 years,Austria,218000000000.0,663510,2492.8,male,25.02,166,1998
722,75+ years,Austria,218000000000.0,374674,2492.8,female,21.08,79,1998
723,15-24 years,Austria,218000000000.0,486438,2492.8,male,20.35,99,1998
724,55-74 years,Austria,218000000000.0,846818,2492.8,female,13.7,116,1998
725,35-54 years,Austria,218000000000.0,1103422,2492.8,female,10.51,116,1998
726,25-34 years,Austria,218000000000.0,649694,2492.8,female,6.93,45,1998
727,15-24 years,Austria,218000000000.0,472685,2492.8,female,5.08,24,1998
728,5-14 years,Austria,218000000000.0,484321,2492.8,male,1.24,6,1998
729,5-14 years,Austria,218000000000.0,460861,2492.8,female,0.43,2,1998
730,75+ years,Austria,217000000000.0,167112,2425.9,male,89.16,149,1999
731,55-74 years,Austria,217000000000.0,725044,2425.9,male,45.38,329,1999
732,35-54 years,Austria,217000000000.0,1135873,2425.9,male,33.98,386,1999
733,75+ years,Austria,217000000000.0,385369,2425.9,female,28.03,108,1999
734,25-34 years,Austria,217000000000.0,643115,2425.9,male,25.03,161,1999
735,15-24 years,Austria,217000000000.0,485374,2425.9,male,20.4,99,1999
736,55-74 years,Austria,217000000000.0,845401,2425.9,female,14.43,122,1999
737,35-54 years,Austria,217000000000.0,1123652,2425.9,female,12.1,136,1999
738,25-34 years,Austria,217000000000.0,633829,2425.9,female,5.84,37,1999
739,15-24 years,Austria,217000000000.0,470179,2425.9,female,5.32,25,1999
740,5-14 years,Austria,217000000000.0,485188,2425.9,male,0.41,2,1999
741,5-14 years,Austria,217000000000.0,461473,2425.9,female,0.22,1,1999
742,75+ years,Austria,197000000000.0,172839,2151.2,male,99.51,172,2000
743,55-74 years,Austria,197000000000.0,730447,2151.2,male,46.82,342,2000
744,35-54 years,Austria,197000000000.0,1163122,2151.2,male,32.93,383,2000
745,25-34 years,Austria,197000000000.0,622975,2151.2,male,23.92,149,2000
746,75+ years,Austria,197000000000.0,394864,2151.2,female,23.3,92,2000
747,15-24 years,Austria,197000000000.0,485710,2151.2,male,21.82,106,2000
748,55-74 years,Austria,197000000000.0,840225,2151.2,female,17.02,143,2000
749,35-54 years,Austria,197000000000.0,1149412,2151.2,female,11.48,132,2000
750,15-24 years,Austria,197000000000.0,469025,2151.2,female,5.76,27,2000
751,25-34 years,Austria,197000000000.0,617481,2151.2,female,5.51,34,2000
752,5-14 years,Austria,197000000000.0,461175,2151.2,female,0.87,4,2000
753,5-14 years,Austria,197000000000.0,484798,2151.2,male,0.83,4,2000
754,75+ years,Austria,197000000000.0,180006,2129.0,male,83.89,151,2001
755,55-74 years,Austria,197000000000.0,735296,2129.0,male,42.02,309,2001
756,35-54 years,Austria,197000000000.0,1193029,2129.0,male,31.6,377,2001
757,25-34 years,Austria,197000000000.0,604064,2129.0,male,23.51,142,2001
758,75+ years,Austria,197000000000.0,404458,2129.0,female,22.99,93,2001
759,15-24 years,Austria,197000000000.0,488478,2129.0,male,20.68,101,2001
760,55-74 years,Austria,197000000000.0,835836,2129.0,female,15.43,129,2001
761,35-54 years,Austria,197000000000.0,1177652,2129.0,female,10.7,126,2001
762,25-34 years,Austria,197000000000.0,600540,2129.0,female,6.83,41,2001
763,15-24 years,Austria,197000000000.0,470456,2129.0,female,3.83,18,2001
764,5-14 years,Austria,197000000000.0,460720,2129.0,female,0.22,1,2001
765,5-14 years,Austria,197000000000.0,484025,2129.0,male,0.21,1,2001
766,75+ years,Austria,213000000000.0,187295,2306.2,male,99.84,187,2002
767,55-74 years,Austria,213000000000.0,747406,2306.2,male,43.08,322,2002
768,35-54 years,Austria,213000000000.0,1214866,2306.2,male,34.74,422,2002
769,25-34 years,Austria,213000000000.0,586771,2306.2,male,26.93,158,2002
770,15-24 years,Austria,213000000000.0,494122,2306.2,male,20.04,99,2002
771,75+ years,Austria,213000000000.0,410636,2306.2,female,19.48,80,2002
772,55-74 years,Austria,213000000000.0,841432,2306.2,female,12.48,105,2002
773,35-54 years,Austria,213000000000.0,1197653,2306.2,female,10.77,129,2002
774,25-34 years,Austria,213000000000.0,583877,2306.2,female,5.14,30,2002
775,15-24 years,Austria,213000000000.0,475095,2306.2,female,3.58,17,2002
776,5-14 years,Austria,213000000000.0,460277,2306.2,female,0.43,2,2002
777,5-14 years,Austria,213000000000.0,483732,2306.2,male,0.41,2,2002
778,75+ years,Austria,262000000000.0,193846,2808.4,male,91.31,177,2003
779,55-74 years,Austria,262000000000.0,759680,2808.4,male,40.54,308,2003
780,35-54 years,Austria,262000000000.0,1231545,2808.4,male,30.12,371,2003
781,25-34 years,Austria,262000000000.0,569434,2808.4,male,20.72,118,2003
782,75+ years,Austria,262000000000.0,412619,2808.4,female,20.36,84,2003
783,15-24 years,Austria,262000000000.0,501938,2808.4,male,18.13,91,2003
784,55-74 years,Austria,262000000000.0,851030,2808.4,female,11.99,102,2003
785,35-54 years,Austria,262000000000.0,1213566,2808.4,female,11.62,141,2003
786,15-24 years,Austria,262000000000.0,482866,2808.4,female,6.01,29,2003
787,25-34 years,Austria,262000000000.0,567665,2808.4,female,5.64,32,2003
788,5-14 years,Austria,262000000000.0,480502,2808.4,male,0.62,3,2003
789,5-14 years,Austria,262000000000.0,457342,2808.4,female,0.0,0,2003
790,75+ years,Austria,301000000000.0,201792,3201.8,male,93.66,189,2004
791,55-74 years,Austria,301000000000.0,771847,3201.8,male,39.9,308,2004
792,35-54 years,Austria,301000000000.0,1248808,3201.8,male,27.79,347,2004
793,15-24 years,Austria,301000000000.0,509514,3201.8,male,21.59,110,2004
794,25-34 years,Austria,301000000000.0,555892,3201.8,male,21.59,120,2004
795,75+ years,Austria,301000000000.0,416777,3201.8,female,17.52,73,2004
796,55-74 years,Austria,301000000000.0,860913,3201.8,female,13.71,118,2004
797,35-54 years,Austria,301000000000.0,1231774,3201.8,female,8.69,107,2004
798,25-34 years,Austria,301000000000.0,554568,3201.8,female,4.69,26,2004
799,15-24 years,Austria,301000000000.0,491309,3201.8,female,4.48,22,2004
800,5-14 years,Austria,301000000000.0,476337,3201.8,male,0.42,2,2004
801,5-14 years,Austria,301000000000.0,453574,3201.8,female,0.0,0,2004
802,75+ years,Austria,316000000000.0,210054,3296.4,male,79.03,166,2005
803,55-74 years,Austria,316000000000.0,782050,3296.4,male,42.32,331,2005
804,35-54 years,Austria,316000000000.0,1266464,3296.4,male,28.74,364,2005
805,75+ years,Austria,316000000000.0,421281,3296.4,female,19.23,81,2005
806,25-34 years,Austria,316000000000.0,548943,3296.4,male,18.58,102,2005
807,15-24 years,Austria,316000000000.0,515674,3296.4,male,16.1,83,2005
808,55-74 years,Austria,316000000000.0,869065,3296.4,female,11.05,96,2005
809,35-54 years,Austria,316000000000.0,1250028,3296.4,female,9.68,121,2005
810,25-34 years,Austria,316000000000.0,546238,3296.4,female,6.04,33,2005
811,15-24 years,Austria,316000000000.0,497688,3296.4,female,3.62,18,2005
812,5-14 years,Austria,316000000000.0,471447,3296.4,male,0.64,3,2005
813,5-14 years,Austria,316000000000.0,448529,3296.4,female,0.22,1,2005
814,75+ years,Austria,336000000000.0,218168,3445.7,male,78.38,171,2006
815,55-74 years,Austria,336000000000.0,791509,3445.7,male,33.61,266,2006
816,35-54 years,Austria,336000000000.0,1281251,3445.7,male,29.81,382,2006
817,75+ years,Austria,336000000000.0,425747,3445.7,female,19.03,81,2006
818,25-34 years,Austria,336000000000.0,545467,3445.7,male,18.88,103,2006
819,15-24 years,Austria,336000000000.0,517546,3445.7,male,14.88,77,2006
820,55-74 years,Austria,336000000000.0,876832,3445.7,female,10.38,91,2006
821,35-54 years,Austria,336000000000.0,1265873,3445.7,female,7.19,91,2006
822,25-34 years,Austria,336000000000.0,542011,3445.7,female,3.32,18,2006
823,15-24 years,Austria,336000000000.0,499388,3445.7,female,3.2,16,2006
824,5-14 years,Austria,336000000000.0,464213,3445.7,male,0.22,1,2006
825,5-14 years,Austria,336000000000.0,441264,3445.7,female,0.0,0,2006
826,75+ years,Austria,389000000000.0,225285,3873.8,male,75.46,170,2007
827,55-74 years,Austria,389000000000.0,800509,3873.8,male,34.1,273,2007
828,35-54 years,Austria,389000000000.0,1291260,3873.8,male,25.63,331,2007
829,75+ years,Austria,389000000000.0,428921,3873.8,female,18.65,80,2007
830,25-34 years,Austria,389000000000.0,542760,3873.8,male,18.24,99,2007
831,15-24 years,Austria,389000000000.0,517817,3873.8,male,17.96,93,2007
832,55-74 years,Austria,389000000000.0,885212,3873.8,female,12.31,109,2007
833,35-54 years,Austria,389000000000.0,1277479,3873.8,female,6.89,88,2007
834,25-34 years,Austria,389000000000.0,539763,3873.8,female,4.63,25,2007
835,15-24 years,Austria,389000000000.0,499804,3873.8,female,3.0,15,2007
836,5-14 years,Austria,389000000000.0,455269,3873.8,male,0.44,2,2007
837,5-14 years,Austria,389000000000.0,433193,3873.8,female,0.0,0,2007
838,75+ years,Austria,430000000000.0,231083,4319.2,male,86.55,200,2008
839,55-74 years,Austria,430000000000.0,811538,4319.2,male,34.01,276,2008
840,35-54 years,Austria,430000000000.0,1295943,4319.2,male,26.24,340,2008
841,75+ years,Austria,430000000000.0,430534,4319.2,female,16.72,72,2008
842,25-34 years,Austria,430000000000.0,542606,4319.2,male,15.85,86,2008
843,15-24 years,Austria,430000000000.0,519137,4319.2,male,11.37,59,2008
844,55-74 years,Austria,430000000000.0,895882,4319.2,female,9.15,82,2008
845,35-54 years,Austria,430000000000.0,1285210,4319.2,female,8.71,112,2008
846,15-24 years,Austria,430000000000.0,500763,4319.2,female,3.59,18,2008
847,25-34 years,Austria,430000000000.0,539635,4319.2,female,3.34,18,2008
848,5-14 years,Austria,430000000000.0,425776,4319.2,female,0.47,2,2008
849,5-14 years,Austria,430000000000.0,447151,4319.2,male,0.45,2,2008
944,35-54 years,Belarus,21650000000.0,1199400,65543.9,male,60.78,729,1990
945,55-74 years,Belarus,21650000000.0,714100,65543.9,male,50.83,363,1990
946,75+ years,Belarus,21650000000.0,123400,65543.9,male,47.81,59,1990
947,25-34 years,Belarus,21650000000.0,844900,65543.9,male,42.49,359,1990
948,15-24 years,Belarus,21650000000.0,702900,65543.9,male,18.78,132,1990
949,75+ years,Belarus,21650000000.0,339400,65543.9,female,17.97,61,1990
950,55-74 years,Belarus,21650000000.0,1101700,65543.9,female,14.34,158,1990
951,35-54 years,Belarus,21650000000.0,1284200,65543.9,female,11.21,144,1990
952,25-34 years,Belarus,21650000000.0,839200,65543.9,female,5.36,45,1990
953,15-24 years,Belarus,21650000000.0,706500,65543.9,female,3.4,24,1990
954,5-14 years,Belarus,21650000000.0,789500,65543.9,male,1.01,8,1990
955,5-14 years,Belarus,21650000000.0,763600,65543.9,female,0.39,3,1990
956,35-54 years,Belarus,18000000000.0,1217200,65543.9,male,62.11,756,1991
957,75+ years,Belarus,18000000000.0,114800,65543.9,male,61.85,71,1991
958,55-74 years,Belarus,18000000000.0,747600,65543.9,male,53.64,401,1991
959,25-34 years,Belarus,18000000000.0,826400,65543.9,male,41.38,342,1991
960,75+ years,Belarus,18000000000.0,325800,65543.9,female,22.1,72,1991
